UPM,VIV_SEL,P1_1,P1_2,P1_3,P1_4,P1_5_1,P1_5_2,P1_5_3,P2_1,P2_2,P2_3,FAC_VIV,UPM_DIS,EST_DIS,DOMINIO,TLOC,ESTRATO,ENT
704255,12,2,1,1,1,1,1,2,4,1,-1.0,636,1833,64,U,3,2,7
704255,13,2,1,1,1,1,1,2,4,1,-1.0,636,1833,64,U,3,2,7
704255,14,2,1,1,1,1,2,2,3,1,-1.0,636,1833,64,U,3,2,7
704255,15,2,1,1,1,1,1,2,5,1,-1.0,636,1833,64,U,3,2,7
704255,16,3,1,1,1,1,1,1,1,1,-1.0,636,1833,64,U,3,2,7
704255,17,2,2,1,1,2,2,2,6,1,-1.0,636,1833,64,U,3,2,7
704255,18,2,1,1,1,1,2,2,3,1,-1.0,636,1833,64,U,3,2,7
704255,19,3,1,1,1,2,2,2,1,1,-1.0,636,1833,64,U,3,2,7
704255,20,2,1,1,1,1,1,2,6,1,-1.0,636,1833,64,U,3,2,7
704325,1,2,2,1,1,1,2,2,7,1,-1.0,669,1834,63,U,3,1,7
704325,2,2,1,1,1,1,2,1,2,1,-1.0,669,1834,63,U,3,1,7
704325,3,2,1,1,1,2,2,2,4,1,-1.0,669,1834,63,U,3,1,7
704325,4,2,1,1,1,2,2,2,2,1,-1.0,669,1834,63,U,3,1,7
704325,5,2,1,1,1,1,1,2,9,1,-1.0,669,1834,63,U,3,1,7
704325,6,2,2,1,1,1,2,2,2,1,-1.0,669,1834,63,U,3,1,7
704325,7,2,1,1,1,2,2,2,6,1,-1.0,669,1834,63,U,3,1,7
704325,8,2,1,1,1,2,2,2,2,1,-1.0,669,1834,63,U,3,1,7
704325,9,2,1,1,1,1,2,2,3,1,-1.0,669,1834,63,U,3,1,7
704325,10,2,1,1,1,2,1,2,4,1,-1.0,669,1834,63,U,3,1,7
704325,11,2,1,1,1,1,2,2,2,1,-1.0,669,1834,63,U,3,1,7
704325,12,2,1,1,1,1,1,2,6,1,-1.0,669,1834,63,U,3,1,7
704325,13,2,1,1,1,1,1,2,5,1,-1.0,669,1834,63,U,3,1,7
704325,14,2,1,1,1,1,1,2,5,1,-1.0,669,1834,63,U,3,1,7
704325,15,2,2,1,1,1,1,2,8,1,-1.0,669,1834,63,U,3,1,7
704325,16,2,1,1,1,1,2,2,6,1,-1.0,669,1834,63,U,3,1,7
704325,17,2,1,1,1,1,2,2,4,1,-1.0,669,1834,63,U,3,1,7
704325,18,2,1,1,1,1,2,2,6,1,-1.0,669,1834,63,U,3,1,7
704325,19,2,1,3,1,1,2,2,5,1,-1.0,669,1834,63,U,3,1,7
704363,2,2,1,1,1,1,1,2,4,1,-1.0,756,1835,64,U,3,2,7
704363,3,2,1,1,1,1,1,2,4,1,-1.0,756,1835,64,U,3,2,7
704363,4,3,1,1,1,1,2,2,4,1,-1.0,756,1835,64,U,3,2,7
704363,5,2,1,1,1,1,1,1,4,1,-1.0,756,1835,64,U,3,2,7
704363,6,2,2,1,1,2,2,1,3,1,-1.0,756,1835,64,U,3,2,7
704363,7,2,1,1,1,1,2,2,3,1,-1.0,756,1835,64,U,3,2,7
704363,8,3,1,1,1,1,1,2,1,1,-1.0,756,1835,64,U,3,2,7
704363,9,2,1,1,1,1,1,2,5,1,-1.0,756,1835,64,U,3,2,7
704363,10,3,1,1,1,1,2,2,1,1,-1.0,756,1835,64,U,3,2,7
704363,11,2,1,1,1,1,1,2,5,1,-1.0,756,1835,64,U,3,2,7
704363,12,2,2,1,1,2,2,2,4,1,-1.0,756,1835,64,U,3,2,7
704363,14,2,1,1,1,1,1,1,2,1,-1.0,756,1835,64,U,3,2,7
704363,15,3,1,1,1,1,1,2,4,1,-1.0,756,1835,64,U,3,2,7
704363,16,2,5,2,1,2,1,2,3,1,-1.0,756,1835,64,U,3,2,7
704363,17,2,5,1,1,1,1,2,3,1,-1.0,756,1835,64,U,3,2,7
704363,18,2,1,1,1,1,1,2,4,1,-1.0,756,1835,64,U,3,2,7
704363,19,2,1,1,1,1,2,1,5,1,-1.0,756,1835,64,U,3,2,7
704363,20,2,1,1,1,1,2,2,3,1,-1.0,756,1835,64,U,3,2,7
704539,1,2,1,1,1,1,1,2,4,1,-1.0,768,1836,63,U,3,1,7
704539,2,1,2,1,1,1,1,2,4,1,-1.0,768,1836,63,U,3,1,7
704539,3,2,4,5,1,2,2,2,3,1,-1.0,768,1836,63,U,3,1,7
704539,4,2,2,1,1,1,2,2,1,1,-1.0,768,1836,63,U,3,1,7
704539,5,2,2,1,1,1,1,2,4,1,-1.0,768,1836,63,U,3,1,7
704539,6,1,2,1,1,1,1,2,3,1,-1.0,768,1836,63,U,3,1,7
704539,7,2,1,1,1,1,1,1,3,1,-1.0,768,1836,63,U,3,1,7
704539,8,2,1,1,1,1,1,2,5,1,-1.0,768,1836,63,U,3,1,7
704539,9,2,2,1,1,1,2,2,3,1,-1.0,768,1836,63,U,3,1,7
704539,10,1,2,1,1,1,2,2,1,1,-1.0,768,1836,63,U,3,1,7
704539,11,1,2,1,1,1,1,2,3,1,-1.0,768,1836,63,U,3,1,7
704539,12,2,2,1,1,1,1,2,4,1,-1.0,768,1836,63,U,3,1,7
704539,13,2,2,1,1,2,1,2,2,1,-1.0,768,1836,63,U,3,1,7
704539,14,1,2,1,1,2,1,2,3,1,-1.0,768,1836,63,U,3,1,7
704539,15,2,2,1,1,1,2,2,3,1,-1.0,768,1836,63,U,3,1,7
704539,16,2,2,1,1,1,2,1,4,1,-1.0,768,1836,63,U,3,1,7
704539,17,2,6,1,1,2,1,2,4,1,-1.0,768,1836,63,U,3,1,7
704539,19,2,2,2,1,1,1,2,4,1,-1.0,768,1836,63,U,3,1,7
704539,20,2,2,1,1,1,1,2,4,1,-1.0,768,1836,63,U,3,1,7
704554,4,3,1,1,1,1,1,1,5,1,-1.0,759,1837,64,U,3,2,7
704554,5,2,1,1,1,1,2,2,3,1,-1.0,759,1837,64,U,3,2,7
704554,6,2,1,1,1,1,1,1,2,1,-1.0,759,1837,64,U,3,2,7
704554,7,2,1,1,1,1,1,1,5,1,-1.0,759,1837,64,U,3,2,7
704554,9,2,6,1,1,1,1,2,4,1,-1.0,759,1837,64,U,3,2,7
704554,10,2,1,1,1,1,1,1,3,1,-1.0,759,1837,64,U,3,2,7
704554,11,2,1,1,1,1,1,1,5,2,2.0,759,1837,64,U,3,2,7
704554,13,2,1,1,1,2,2,2,4,1,-1.0,759,1837,64,U,3,2,7
704554,14,2,1,1,1,1,1,2,5,1,-1.0,759,1837,64,U,3,2,7
704554,15,2,1,1,1,1,2,2,2,1,-1.0,759,1837,64,U,3,2,7
704554,16,2,1,1,1,1,1,2,3,1,-1.0,759,1837,64,U,3,2,7
704554,17,2,2,1,1,1,2,1,3,1,-1.0,759,1837,64,U,3,2,7
704554,18,2,6,1,1,1,1,2,2,1,-1.0,759,1837,64,U,3,2,7
704554,19,3,1,1,1,1,1,2,1,1,-1.0,759,1837,64,U,3,2,7
704554,20,2,1,1,1,1,2,2,5,1,-1.0,759,1837,64,U,3,2,7
704614,1,2,1,1,1,1,2,2,1,1,-1.0,1259,1838,68,U,1,2,7
704614,2,2,1,1,1,2,2,2,5,1,-1.0,1259,1838,68,U,1,2,7
704614,4,2,1,1,1,2,2,2,3,1,-1.0,1259,1838,68,U,1,2,7
704614,5,2,1,2,1,1,1,2,1,1,-1.0,1259,1838,68,U,1,2,7
704635,1,2,5,2,1,1,1,2,2,1,-1.0,801,1839,68,U,1,2,7
704635,2,3,1,1,1,1,1,1,5,1,-1.0,801,1839,68,U,1,2,7
704635,3,1,2,1,1,1,1,2,4,1,-1.0,801,1839,68,U,1,2,7
704635,4,2,2,1,1,1,2,2,4,2,2.0,801,1839,68,U,1,2,7
704635,5,2,2,1,1,1,1,2,10,2,3.0,801,1839,68,U,1,2,7
704646,1,2,1,1,1,1,1,1,4,1,-1.0,692,1840,68,U,1,2,7
704646,2,2,1,1,1,2,2,2,1,1,-1.0,692,1840,68,U,1,2,7
704646,3,2,1,1,1,1,1,2,5,1,-1.0,692,1840,68,U,1,2,7
704646,5,2,1,1,1,1,1,2,5,1,-1.0,692,1840,68,U,1,2,7
760050,1,2,6,2,1,1,1,2,3,1,-1.0,921,1841,65,R,4,1,7
760050,2,2,6,2,1,1,2,2,1,1,-1.0,921,1841,65,R,4,1,7
760050,3,2,6,2,1,1,2,2,3,1,-1.0,921,1841,65,R,4,1,7
760050,4,2,2,2,1,1,1,2,4,1,-1.0,921,1841,65,R,4,1,7
760050,5,2,6,5,1,1,2,2,3,1,-1.0,921,1841,65,R,4,1,7
760050,7,2,6,2,1,1,2,2,8,1,-1.0,921,1841,65,R,4,1,7
760050,8,2,6,2,1,1,2,2,2,1,-1.0,921,1841,65,R,4,1,7
760050,9,1,6,5,1,2,2,2,6,1,-1.0,921,1841,65,R,4,1,7
760050,10,1,5,2,1,2,2,2,4,1,-1.0,921,1841,65,R,4,1,7
760050,11,2,6,2,1,2,2,2,10,1,-1.0,921,1841,65,R,4,1,7
760050,12,2,5,2,1,1,2,2,3,1,-1.0,921,1841,65,R,4,1,7
760050,13,2,6,5,1,2,2,2,3,1,-1.0,921,1841,65,R,4,1,7
760050,15,2,5,2,1,1,2,2,8,1,-1.0,921,1841,65,R,4,1,7
760050,17,2,6,2,1,1,1,2,4,1,-1.0,921,1841,65,R,4,1,7
760050,18,2,6,2,1,2,2,2,2,1,-1.0,921,1841,65,R,4,1,7
760050,19,2,6,2,1,2,1,2,4,1,-1.0,921,1841,65,R,4,1,7
760050,20,2,6,5,1,2,2,2,4,1,-1.0,921,1841,65,R,4,1,7
760056,1,2,2,2,1,1,1,2,5,1,-1.0,698,1842,65,R,4,1,7
760056,2,2,2,2,1,1,1,1,3,1,-1.0,698,1842,65,R,4,1,7
760056,3,2,2,2,1,2,1,2,4,1,-1.0,698,1842,65,R,4,1,7
760056,4,2,2,2,1,2,1,2,5,1,-1.0,698,1842,65,R,4,1,7
760056,5,2,2,2,1,1,2,2,1,1,-1.0,698,1842,65,R,4,1,7
760056,6,3,2,2,1,1,2,2,2,1,-1.0,698,1842,65,R,4,1,7
760056,7,2,2,2,1,1,2,2,2,1,-1.0,698,1842,65,R,4,1,7
760056,8,2,2,2,1,2,2,2,3,1,-1.0,698,1842,65,R,4,1,7
760056,9,2,2,2,1,2,2,2,1,1,-1.0,698,1842,65,R,4,1,7
760056,12,2,2,2,1,1,1,2,4,1,-1.0,698,1842,65,R,4,1,7
760056,13,2,2,2,1,2,1,2,4,1,-1.0,698,1842,65,R,4,1,7
760056,14,2,2,2,1,1,2,2,5,1,-1.0,698,1842,65,R,4,1,7
760056,15,2,2,2,1,1,2,2,6,1,-1.0,698,1842,65,R,4,1,7
760056,16,2,2,2,1,1,2,2,3,1,-1.0,698,1842,65,R,4,1,7
760056,18,2,2,2,1,1,1,2,2,1,-1.0,698,1842,65,R,4,1,7
760056,19,2,2,2,1,1,2,2,5,1,-1.0,698,1842,65,R,4,1,7
760056,20,2,2,2,1,1,2,1,4,1,-1.0,698,1842,65,R,4,1,7
760088,1,2,1,1,1,2,1,2,3,1,-1.0,768,1843,65,R,4,1,7
760088,2,2,2,1,1,1,1,2,5,1,-1.0,768,1843,65,R,4,1,7
760088,3,2,2,1,1,1,1,1,2,1,-1.0,768,1843,65,R,4,1,7
760088,4,2,1,1,1,1,2,2,4,1,-1.0,768,1843,65,R,4,1,7
760088,5,2,2,1,1,1,1,2,4,1,-1.0,768,1843,65,R,4,1,7
760088,6,3,1,1,1,1,1,2,4,1,-1.0,768,1843,65,R,4,1,7
760088,7,2,1,1,1,1,2,2,5,1,-1.0,768,1843,65,R,4,1,7
760088,8,2,2,1,1,1,1,2,3,1,-1.0,768,1843,65,R,4,1,7
760088,9,2,2,1,1,1,2,2,1,1,-1.0,768,1843,65,R,4,1,7
760088,10,2,1,1,1,1,1,1,5,1,-1.0,768,1843,65,R,4,1,7
760088,12,2,1,1,1,1,1,2,3,1,-1.0,768,1843,65,R,4,1,7
760088,13,2,1,1,1,1,2,2,1,1,-1.0,768,1843,65,R,4,1,7
760088,14,3,1,1,1,1,2,2,3,1,-1.0,768,1843,65,R,4,1,7
760088,16,2,2,1,1,1,1,2,5,1,-1.0,768,1843,65,R,4,1,7
760088,17,2,1,1,1,1,1,2,3,1,-1.0,768,1843,65,R,4,1,7
760088,18,3,1,1,1,1,1,1,4,1,-1.0,768,1843,65,R,4,1,7
760088,19,2,1,1,1,1,1,1,4,1,-1.0,768,1843,65,R,4,1,7
760088,20,2,1,1,1,1,1,2,2,1,-1.0,768,1843,65,R,4,1,7
760165,1,2,6,1,1,1,1,1,4,1,-1.0,899,1844,65,R,4,1,7
760165,2,2,2,1,1,1,2,2,4,1,-1.0,899,1844,65,R,4,1,7
760165,3,2,2,1,1,1,1,2,3,1,-1.0,899,1844,65,R,4,1,7
760165,4,2,6,1,1,1,2,2,3,1,-1.0,899,1844,65,R,4,1,7
760165,5,2,6,1,1,1,2,2,3,1,-1.0,899,1844,65,R,4,1,7
760165,6,1,2,1,1,1,2,2,2,1,-1.0,899,1844,65,R,4,1,7
760165,7,3,6,1,1,1,2,2,4,1,-1.0,899,1844,65,R,4,1,7
760165,8,2,2,1,1,2,2,2,4,1,-1.0,899,1844,65,R,4,1,7
760165,9,2,2,1,1,1,2,2,1,1,-1.0,899,1844,65,R,4,1,7
760165,10,3,6,1,1,1,1,1,4,1,-1.0,899,1844,65,R,4,1,7
760165,12,2,6,1,1,1,2,2,2,1,-1.0,899,1844,65,R,4,1,7
760165,13,2,2,1,1,1,1,2,4,1,-1.0,899,1844,65,R,4,1,7
760165,14,1,2,1,1,1,1,1,5,1,-1.0,899,1844,65,R,4,1,7
760165,15,2,6,1,1,1,1,2,2,1,-1.0,899,1844,65,R,4,1,7
760165,16,2,6,1,1,1,1,2,2,1,-1.0,899,1844,65,R,4,1,7
760165,17,2,2,1,1,1,1,2,7,1,-1.0,899,1844,65,R,4,1,7
760165,18,2,6,1,1,1,1,2,5,1,-1.0,899,1844,65,R,4,1,7
760165,19,2,6,1,1,2,1,2,4,1,-1.0,899,1844,65,R,4,1,7
760165,20,2,2,1,1,1,2,2,3,1,-1.0,899,1844,65,R,4,1,7
760185,1,2,2,1,1,1,1,2,5,1,-1.0,1019,1845,65,R,4,1,7
760185,2,2,2,1,1,2,2,2,4,1,-1.0,1019,1845,65,R,4,1,7
760185,3,2,2,1,1,2,2,2,5,1,-1.0,1019,1845,65,R,4,1,7
760185,4,2,2,5,1,2,2,1,3,1,-1.0,1019,1845,65,R,4,1,7
760185,5,2,2,1,1,1,2,2,9,1,-1.0,1019,1845,65,R,4,1,7
760185,6,2,2,1,1,2,2,2,2,1,-1.0,1019,1845,65,R,4,1,7
760185,7,2,2,1,1,1,2,2,6,1,-1.0,1019,1845,65,R,4,1,7
760185,8,2,2,1,1,1,2,1,4,1,-1.0,1019,1845,65,R,4,1,7
760185,9,1,2,1,1,2,2,2,4,1,-1.0,1019,1845,65,R,4,1,7
760185,10,2,2,2,1,2,2,2,7,1,-1.0,1019,1845,65,R,4,1,7
760185,11,2,2,2,1,2,2,2,4,1,-1.0,1019,1845,65,R,4,1,7
760185,12,2,2,1,1,2,2,2,3,1,-1.0,1019,1845,65,R,4,1,7
760185,13,2,2,1,1,1,2,2,4,1,-1.0,1019,1845,65,R,4,1,7
760185,14,2,2,1,1,1,1,1,5,1,-1.0,1019,1845,65,R,4,1,7
760185,15,2,2,1,1,1,2,1,3,1,-1.0,1019,1845,65,R,4,1,7
760185,16,3,2,1,1,2,2,2,4,1,-1.0,1019,1845,65,R,4,1,7
760185,17,2,2,2,1,2,1,2,4,1,-1.0,1019,1845,65,R,4,1,7
760185,18,2,2,1,1,1,1,2,7,1,-1.0,1019,1845,65,R,4,1,7
760185,19,2,2,1,1,1,2,2,5,1,-1.0,1019,1845,65,R,4,1,7
760185,20,2,2,1,1,1,2,2,4,1,-1.0,1019,1845,65,R,4,1,7
760188,1,2,1,1,1,2,2,2,5,1,-1.0,708,1846,66,R,4,2,7
760188,2,2,2,1,1,1,2,2,4,1,-1.0,708,1846,66,R,4,2,7
760188,3,2,2,1,1,2,2,2,5,1,-1.0,708,1846,66,R,4,2,7
760188,4,3,2,1,1,1,2,2,3,1,-1.0,708,1846,66,R,4,2,7
760188,6,2,1,1,1,1,1,1,5,1,-1.0,708,1846,66,R,4,2,7
760188,7,2,2,1,1,1,1,2,4,1,-1.0,708,1846,66,R,4,2,7
760188,8,3,2,1,1,1,2,2,1,1,-1.0,708,1846,66,R,4,2,7
760188,9,2,2,1,1,2,2,2,3,1,-1.0,708,1846,66,R,4,2,7
760188,10,2,2,1,1,1,2,2,8,1,-1.0,708,1846,66,R,4,2,7
760188,11,3,2,1,1,1,1,1,3,1,-1.0,708,1846,66,R,4,2,7
760188,12,2,2,1,1,2,2,2,2,1,-1.0,708,1846,66,R,4,2,7
760188,13,2,2,1,1,2,1,2,6,1,-1.0,708,1846,66,R,4,2,7
760188,14,2,1,1,1,1,2,1,7,1,-1.0,708,1846,66,R,4,2,7
760188,15,2,4,2,1,1,2,2,2,1,-1.0,708,1846,66,R,4,2,7
760188,16,2,1,1,1,1,2,1,3,1,-1.0,708,1846,66,R,4,2,7
760188,17,2,1,1,1,1,2,2,2,1,-1.0,708,1846,66,R,4,2,7
760188,18,2,2,2,1,2,2,2,4,1,-1.0,708,1846,66,R,4,2,7
760188,19,2,2,2,1,2,2,2,2,1,-1.0,708,1846,66,R,4,2,7
760188,20,2,2,1,1,2,2,2,6,1,-1.0,708,1846,66,R,4,2,7
760215,1,2,6,2,1,1,1,1,3,1,-1.0,784,1847,65,R,4,1,7
760215,2,2,6,2,1,1,1,2,3,1,-1.0,784,1847,65,R,4,1,7
760215,3,2,6,2,1,1,1,2,5,2,2.0,784,1847,65,R,4,1,7
760215,4,2,6,2,1,1,1,1,4,1,-1.0,784,1847,65,R,4,1,7
760215,5,2,6,2,1,1,1,2,2,1,-1.0,784,1847,65,R,4,1,7
760215,6,3,1,2,1,1,1,2,5,1,-1.0,784,1847,65,R,4,1,7
760215,7,2,6,2,1,1,2,2,7,1,-1.0,784,1847,65,R,4,1,7
760215,8,3,6,2,1,1,1,2,2,1,-1.0,784,1847,65,R,4,1,7
760215,9,2,6,2,1,1,1,1,2,1,-1.0,784,1847,65,R,4,1,7
760215,10,2,1,2,1,1,1,2,5,1,-1.0,784,1847,65,R,4,1,7
760215,11,2,6,2,1,1,1,2,3,1,-1.0,784,1847,65,R,4,1,7
760215,13,2,6,2,1,1,1,2,3,1,-1.0,784,1847,65,R,4,1,7
760215,14,2,6,2,1,1,1,1,6,1,-1.0,784,1847,65,R,4,1,7
760215,15,2,6,2,1,1,1,2,3,1,-1.0,784,1847,65,R,4,1,7
760215,16,2,6,2,1,1,1,2,4,1,-1.0,784,1847,65,R,4,1,7
760215,17,2,6,2,1,1,1,1,2,1,-1.0,784,1847,65,R,4,1,7
760215,18,2,6,2,1,1,1,2,5,1,-1.0,784,1847,65,R,4,1,7
760215,19,2,6,2,1,1,1,2,3,1,-1.0,784,1847,65,R,4,1,7
760215,20,1,6,2,1,1,1,2,4,1,-1.0,784,1847,65,R,4,1,7
760229,1,1,2,2,1,2,2,2,4,1,-1.0,850,1848,65,R,4,1,7
760229,2,1,2,1,1,2,2,2,7,1,-1.0,850,1848,65,R,4,1,7
760229,3,2,2,1,1,2,2,2,6,1,-1.0,850,1848,65,R,4,1,7
760229,4,1,2,1,1,2,2,2,7,1,-1.0,850,1848,65,R,4,1,7
760229,6,1,2,3,1,2,2,2,4,1,-1.0,850,1848,65,R,4,1,7
760229,7,2,2,3,1,1,2,2,3,1,-1.0,850,1848,65,R,4,1,7
760229,8,1,2,1,1,1,2,2,4,1,-1.0,850,1848,65,R,4,1,7
760229,9,2,2,1,1,2,2,2,7,1,-1.0,850,1848,65,R,4,1,7
760229,11,1,4,1,1,2,2,2,3,1,-1.0,850,1848,65,R,4,1,7
760229,12,1,2,1,1,2,2,2,9,1,-1.0,850,1848,65,R,4,1,7
760229,13,2,2,1,1,2,2,2,10,2,3.0,850,1848,65,R,4,1,7
760229,14,2,2,1,1,2,2,2,5,1,-1.0,850,1848,65,R,4,1,7
760229,15,2,2,1,1,1,2,2,5,1,-1.0,850,1848,65,R,4,1,7
760229,16,2,2,1,1,2,2,2,2,1,-1.0,850,1848,65,R,4,1,7
760229,17,2,2,1,1,1,2,1,5,1,-1.0,850,1848,65,R,4,1,7
760229,18,1,2,4,1,2,2,2,5,1,-1.0,850,1848,65,R,4,1,7
760229,19,1,2,4,1,2,2,2,5,1,-1.0,850,1848,65,R,4,1,7
760255,1,2,1,1,1,1,1,1,3,1,-1.0,609,1849,66,R,4,2,7
760255,2,2,1,1,1,1,1,2,3,1,-1.0,609,1849,66,R,4,2,7
760255,3,2,2,1,1,1,1,2,5,1,-1.0,609,1849,66,R,4,2,7
760255,4,2,2,1,1,1,1,2,4,1,-1.0,609,1849,66,R,4,2,7
760255,6,2,1,1,1,1,1,2,2,1,-1.0,609,1849,66,R,4,2,7
760255,7,2,2,1,1,1,1,2,5,1,-1.0,609,1849,66,R,4,2,7
760255,8,2,2,1,1,1,1,2,4,1,-1.0,609,1849,66,R,4,2,7
760255,9,2,2,5,1,2,2,2,3,1,-1.0,609,1849,66,R,4,2,7
760255,10,2,1,1,1,1,2,2,3,1,-1.0,609,1849,66,R,4,2,7
760255,11,2,6,1,1,1,1,1,6,1,-1.0,609,1849,66,R,4,2,7
760255,12,2,2,1,1,2,2,2,3,1,-1.0,609,1849,66,R,4,2,7
760255,13,2,6,1,1,1,2,2,7,1,-1.0,609,1849,66,R,4,2,7
760255,14,2,1,1,1,1,2,2,4,1,-1.0,609,1849,66,R,4,2,7
760255,15,3,1,1,1,1,1,1,2,2,2.0,609,1849,66,R,4,2,7
760255,16,2,2,1,1,1,2,2,5,1,-1.0,609,1849,66,R,4,2,7
760255,17,2,2,1,1,1,1,2,6,1,-1.0,609,1849,66,R,4,2,7
760255,18,3,6,1,1,1,1,1,2,1,-1.0,609,1849,66,R,4,2,7
760255,20,3,1,1,1,1,2,2,1,1,-1.0,609,1849,66,R,4,2,7
760302,1,2,2,2,1,1,1,2,4,1,-1.0,742,1850,65,R,4,1,7
760302,2,1,1,2,1,1,1,2,4,1,-1.0,742,1850,65,R,4,1,7
760302,3,2,2,2,1,2,1,2,1,1,-1.0,742,1850,65,R,4,1,7
760302,4,2,6,2,1,1,1,2,4,1,-1.0,742,1850,65,R,4,1,7
760302,5,2,2,2,1,1,1,2,6,1,-1.0,742,1850,65,R,4,1,7
760302,6,2,2,2,1,1,1,2,1,1,-1.0,742,1850,65,R,4,1,7
760302,7,2,6,2,1,1,1,2,3,1,-1.0,742,1850,65,R,4,1,7
760302,8,2,2,2,1,1,1,2,4,1,-1.0,742,1850,65,R,4,1,7
760302,9,2,2,2,1,2,1,2,1,1,-1.0,742,1850,65,R,4,1,7
760302,10,2,6,2,1,1,1,2,3,1,-1.0,742,1850,65,R,4,1,7
760302,11,2,2,2,1,1,1,2,4,1,-1.0,742,1850,65,R,4,1,7
760302,12,1,6,2,1,1,1,2,5,1,-1.0,742,1850,65,R,4,1,7
760302,13,2,2,2,1,1,1,2,1,1,-1.0,742,1850,65,R,4,1,7
760302,14,2,2,2,1,1,1,1,5,1,-1.0,742,1850,65,R,4,1,7
760302,15,2,2,2,1,2,1,2,5,1,-1.0,742,1850,65,R,4,1,7
760302,16,2,2,2,1,1,2,2,6,1,-1.0,742,1850,65,R,4,1,7
760302,17,2,6,2,1,1,1,2,2,1,-1.0,742,1850,65,R,4,1,7
760302,18,2,2,2,1,2,1,2,3,1,-1.0,742,1850,65,R,4,1,7
760302,19,2,2,2,1,1,1,2,5,1,-1.0,742,1850,65,R,4,1,7
760302,20,2,6,2,1,1,1,2,2,1,-1.0,742,1850,65,R,4,1,7
760356,1,2,2,2,1,1,1,1,6,1,-1.0,711,1851,65,R,4,1,7
760356,2,3,6,2,1,1,1,1,5,1,-1.0,711,1851,65,R,4,1,7
760356,3,2,2,2,1,1,1,1,8,1,-1.0,711,1851,65,R,4,1,7
760356,4,2,1,2,1,1,1,1,3,1,-1.0,711,1851,65,R,4,1,7
760356,5,2,2,2,1,1,1,2,3,1,-1.0,711,1851,65,R,4,1,7
760356,6,2,2,1,1,1,1,2,2,1,-1.0,711,1851,65,R,4,1,7
760356,7,2,6,2,1,1,1,2,2,1,-1.0,711,1851,65,R,4,1,7
760356,8,2,2,2,1,1,1,2,5,1,-1.0,711,1851,65,R,4,1,7
760356,9,2,2,2,1,1,2,1,4,1,-1.0,711,1851,65,R,4,1,7
760356,10,1,6,2,1,2,2,2,1,1,-1.0,711,1851,65,R,4,1,7
760356,11,2,2,2,1,2,2,2,2,1,-1.0,711,1851,65,R,4,1,7
760356,12,2,2,2,1,1,1,2,6,2,2.0,711,1851,65,R,4,1,7
760356,13,2,4,2,1,1,2,2,4,1,-1.0,711,1851,65,R,4,1,7
760356,14,2,2,2,1,1,2,2,2,1,-1.0,711,1851,65,R,4,1,7
760356,15,2,2,2,1,1,2,2,2,1,-1.0,711,1851,65,R,4,1,7
760356,16,2,2,1,1,1,1,2,8,1,-1.0,711,1851,65,R,4,1,7
760356,17,2,2,2,1,1,2,2,3,1,-1.0,711,1851,65,R,4,1,7
760356,18,2,2,2,1,1,2,1,10,1,-1.0,711,1851,65,R,4,1,7
760356,19,3,6,2,1,1,1,1,1,1,-1.0,711,1851,65,R,4,1,7
760356,20,2,2,2,1,1,1,2,3,1,-1.0,711,1851,65,R,4,1,7
760367,1,2,2,1,1,1,1,1,2,1,-1.0,880,1852,65,R,4,1,7
760367,2,2,2,1,1,1,1,1,6,1,-1.0,880,1852,65,R,4,1,7
760367,3,2,1,1,1,1,2,2,4,1,-1.0,880,1852,65,R,4,1,7
760367,4,2,2,1,1,1,1,2,4,1,-1.0,880,1852,65,R,4,1,7
760367,5,2,2,1,1,1,1,2,4,1,-1.0,880,1852,65,R,4,1,7
760367,6,2,2,1,1,2,2,2,4,1,-1.0,880,1852,65,R,4,1,7
760367,7,2,2,1,1,1,1,2,3,1,-1.0,880,1852,65,R,4,1,7
760367,8,2,1,1,1,1,2,2,5,1,-1.0,880,1852,65,R,4,1,7
760367,9,2,1,1,1,1,2,2,4,1,-1.0,880,1852,65,R,4,1,7
760367,10,2,2,1,1,1,1,2,4,1,-1.0,880,1852,65,R,4,1,7
760367,11,2,2,1,1,1,1,2,4,1,-1.0,880,1852,65,R,4,1,7
760367,12,2,1,1,1,1,1,2,6,1,-1.0,880,1852,65,R,4,1,7
760367,13,2,2,1,1,1,1,1,4,1,-1.0,880,1852,65,R,4,1,7
760367,17,1,2,1,1,1,2,2,5,1,-1.0,880,1852,65,R,4,1,7
760367,18,2,2,1,1,1,2,2,2,1,-1.0,880,1852,65,R,4,1,7
760367,19,2,2,2,1,1,1,2,4,1,-1.0,880,1852,65,R,4,1,7
760367,20,1,2,1,1,2,2,2,3,1,-1.0,880,1852,65,R,4,1,7
760380,1,2,2,1,1,1,2,1,4,1,-1.0,818,1853,65,R,4,1,7
760380,2,2,2,1,1,1,1,2,3,1,-1.0,818,1853,65,R,4,1,7
760380,3,2,2,1,1,1,1,1,4,1,-1.0,818,1853,65,R,4,1,7
760380,5,1,6,2,1,1,2,2,2,1,-1.0,818,1853,65,R,4,1,7
760380,6,2,2,1,1,1,2,2,3,1,-1.0,818,1853,65,R,4,1,7
760380,7,1,2,2,1,2,2,2,2,1,-1.0,818,1853,65,R,4,1,7
760380,8,2,2,2,1,1,2,2,4,1,-1.0,818,1853,65,R,4,1,7
760380,9,2,6,2,1,1,2,1,5,1,-1.0,818,1853,65,R,4,1,7
