UPM,VIV_SEL,P1_1,P1_2,P1_3,P1_4,P1_5_1,P1_5_2,P1_5_3,P2_1,P2_2,P2_3,FAC_VIV,UPM_DIS,EST_DIS,DOMINIO,TLOC,ESTRATO,ENT
100023,1,3,1,1,1,1,1,1,1,1,-1.0,174,1,7,U,1,3,1
100023,2,3,1,1,1,1,1,1,6,1,-1.0,174,1,7,U,1,3,1
100023,3,3,1,1,1,1,1,1,2,1,-1.0,174,1,7,U,1,3,1
100023,4,3,1,1,1,1,1,2,9,1,-1.0,174,1,7,U,1,3,1
100023,5,3,1,1,1,1,1,2,3,1,-1.0,174,1,7,U,1,3,1
100029,1,3,1,1,1,1,1,2,5,1,-1.0,222,2,6,U,1,2,1
100029,2,3,1,1,1,1,1,1,3,1,-1.0,222,2,6,U,1,2,1
100029,3,2,1,1,1,2,2,2,5,1,-1.0,222,2,6,U,1,2,1
100029,5,3,1,1,1,1,1,1,3,1,-1.0,222,2,6,U,1,2,1
100037,1,3,1,1,1,1,1,2,6,1,-1.0,169,3,7,U,1,3,1
100037,2,3,1,1,1,1,1,1,2,1,-1.0,169,3,7,U,1,3,1
100037,3,3,1,1,1,1,1,1,8,2,2.0,169,3,7,U,1,3,1
100037,4,3,1,1,1,1,1,1,6,1,-1.0,169,3,7,U,1,3,1
100038,1,2,1,1,1,2,2,1,1,1,-1.0,149,4,7,U,1,3,1
100038,2,3,1,1,1,1,1,2,2,1,-1.0,149,4,7,U,1,3,1
100038,3,2,1,1,1,1,1,2,2,1,-1.0,149,4,7,U,1,3,1
100038,4,2,1,1,1,1,1,1,4,1,-1.0,149,4,7,U,1,3,1
100038,5,3,1,1,1,1,1,1,4,1,-1.0,149,4,7,U,1,3,1
100044,3,3,1,1,1,1,1,1,5,1,-1.0,165,5,7,U,1,3,1
100044,5,3,1,1,1,1,1,2,1,1,-1.0,165,5,7,U,1,3,1
100056,1,2,1,1,1,1,1,1,3,1,-1.0,125,6,7,U,1,3,1
100056,2,3,1,1,1,1,1,1,2,1,-1.0,125,6,7,U,1,3,1
100056,3,3,1,1,1,1,1,1,4,1,-1.0,125,6,7,U,1,3,1
100056,4,3,1,1,1,1,1,2,2,1,-1.0,125,6,7,U,1,3,1
100056,5,3,1,1,1,1,1,2,5,1,-1.0,125,6,7,U,1,3,1
100067,1,3,1,1,1,1,1,1,4,1,-1.0,229,7,8,U,1,4,1
100067,2,3,1,1,1,1,1,1,6,1,-1.0,229,7,8,U,1,4,1
100067,3,3,1,1,1,1,1,1,3,1,-1.0,229,7,8,U,1,4,1
100067,4,3,1,1,1,1,1,1,1,1,-1.0,229,7,8,U,1,4,1
100067,5,3,1,1,1,1,1,1,2,1,-1.0,229,7,8,U,1,4,1
100070,1,3,1,1,1,1,1,1,3,1,-1.0,173,8,6,U,1,2,1
100070,2,3,1,1,1,1,1,1,4,1,-1.0,173,8,6,U,1,2,1
100070,3,3,1,1,1,1,1,1,4,1,-1.0,173,8,6,U,1,2,1
100070,4,3,1,1,1,1,1,1,4,1,-1.0,173,8,6,U,1,2,1
100070,5,3,1,1,1,1,1,1,4,1,-1.0,173,8,6,U,1,2,1
100075,1,3,1,1,1,1,1,2,4,1,-1.0,192,9,7,U,1,3,1
100075,3,3,1,1,1,1,1,2,9,1,-1.0,192,9,7,U,1,3,1
100075,4,3,1,1,1,1,1,2,1,1,-1.0,192,9,7,U,1,3,1
100075,5,2,1,1,1,1,1,1,4,1,-1.0,192,9,7,U,1,3,1
100078,1,3,1,1,1,1,1,2,1,1,-1.0,196,10,6,U,1,2,1
100078,2,3,1,1,1,1,1,2,6,1,-1.0,196,10,6,U,1,2,1
100078,3,2,1,1,1,2,2,2,4,1,-1.0,196,10,6,U,1,2,1
100093,1,3,1,1,1,1,1,1,4,1,-1.0,163,11,7,U,1,3,1
100093,2,3,1,1,1,1,1,1,2,1,-1.0,163,11,7,U,1,3,1
100093,4,3,1,1,1,1,1,1,2,1,-1.0,163,11,7,U,1,3,1
100093,5,3,1,1,1,1,1,2,5,1,-1.0,163,11,7,U,1,3,1
100094,1,3,1,1,1,1,1,2,3,1,-1.0,198,12,6,U,1,2,1
100094,2,3,1,1,1,1,1,2,2,1,-1.0,198,12,6,U,1,2,1
100094,3,3,1,1,1,1,2,1,3,1,-1.0,198,12,6,U,1,2,1
100094,4,3,1,1,1,1,1,1,4,1,-1.0,198,12,6,U,1,2,1
100094,5,2,1,1,1,1,1,1,2,1,-1.0,198,12,6,U,1,2,1
100099,2,2,1,1,1,1,1,2,1,1,-1.0,173,13,7,U,1,3,1
100099,3,3,1,1,1,2,2,2,1,1,-1.0,173,13,7,U,1,3,1
100099,5,3,1,1,1,1,1,1,3,1,-1.0,173,13,7,U,1,3,1
100112,1,3,1,1,1,1,1,1,4,1,-1.0,175,14,6,U,1,2,1
100112,2,3,1,1,1,1,1,2,6,1,-1.0,175,14,6,U,1,2,1
100112,3,3,1,1,1,1,1,2,2,1,-1.0,175,14,6,U,1,2,1
100112,4,3,1,1,1,1,1,1,4,1,-1.0,175,14,6,U,1,2,1
100112,5,3,1,1,1,1,1,1,1,1,-1.0,175,14,6,U,1,2,1
100128,1,2,2,1,1,2,2,2,2,1,-1.0,160,15,7,U,1,3,1
100128,2,3,1,1,1,1,1,1,4,1,-1.0,160,15,7,U,1,3,1
100128,3,3,1,1,1,1,1,2,8,1,-1.0,160,15,7,U,1,3,1
100128,5,3,1,1,1,1,1,1,6,1,-1.0,160,15,7,U,1,3,1
100130,1,3,1,1,1,1,1,1,5,1,-1.0,144,16,7,U,1,3,1
100130,2,3,1,1,1,1,1,1,3,1,-1.0,144,16,7,U,1,3,1
100130,3,3,1,1,1,1,1,1,3,1,-1.0,144,16,7,U,1,3,1
100130,4,3,1,1,1,1,1,1,3,1,-1.0,144,16,7,U,1,3,1
100130,5,3,1,1,1,1,1,2,2,1,-1.0,144,16,7,U,1,3,1
100148,1,3,1,1,1,1,1,2,1,1,-1.0,178,17,7,U,1,3,1
100148,2,3,1,1,1,1,2,1,3,1,-1.0,178,17,7,U,1,3,1
100148,3,3,1,1,1,1,1,2,2,1,-1.0,178,17,7,U,1,3,1
100148,4,3,1,1,1,1,1,2,3,1,-1.0,178,17,7,U,1,3,1
100152,1,3,1,1,1,1,1,1,3,1,-1.0,136,18,7,U,1,3,1
100152,2,3,1,1,1,1,1,1,4,1,-1.0,136,18,7,U,1,3,1
100152,3,3,1,1,1,1,1,1,1,1,-1.0,136,18,7,U,1,3,1
100152,4,3,1,1,1,1,1,1,2,1,-1.0,136,18,7,U,1,3,1
100152,5,3,1,1,1,1,1,1,3,1,-1.0,136,18,7,U,1,3,1
100161,2,3,1,1,1,1,1,2,1,1,-1.0,187,19,7,U,1,3,1
100161,3,3,1,1,1,1,1,2,2,1,-1.0,187,19,7,U,1,3,1
100161,4,3,1,1,1,1,1,1,6,1,-1.0,187,19,7,U,1,3,1
100162,1,2,1,1,1,1,1,2,2,1,-1.0,145,20,7,U,1,3,1
100162,2,3,1,1,1,1,1,1,5,1,-1.0,145,20,7,U,1,3,1
100162,3,3,1,1,1,1,1,2,5,1,-1.0,145,20,7,U,1,3,1
100162,4,3,1,1,1,1,1,2,4,1,-1.0,145,20,7,U,1,3,1
100162,5,3,1,1,1,1,1,1,2,1,-1.0,145,20,7,U,1,3,1
100171,1,3,1,1,1,1,1,2,2,1,-1.0,102,21,7,U,1,3,1
100171,2,3,1,1,1,1,1,1,3,1,-1.0,102,21,7,U,1,3,1
100171,3,3,1,1,1,1,1,1,4,1,-1.0,102,21,7,U,1,3,1
100171,4,3,1,1,1,1,2,2,2,2,2.0,102,21,7,U,1,3,1
100171,5,3,1,1,1,1,1,1,2,1,-1.0,102,21,7,U,1,3,1
100175,1,3,1,1,1,1,1,1,5,1,-1.0,210,22,6,U,1,2,1
100175,2,3,1,1,1,1,1,2,4,1,-1.0,210,22,6,U,1,2,1
100175,3,3,1,1,1,1,1,2,2,1,-1.0,210,22,6,U,1,2,1
100175,4,3,1,1,1,1,1,2,2,1,-1.0,210,22,6,U,1,2,1
100180,1,3,1,1,1,1,1,2,2,1,-1.0,166,23,7,U,1,3,1
100180,2,3,1,1,1,1,1,1,5,2,2.0,166,23,7,U,1,3,1
100180,3,3,1,1,1,1,1,1,4,2,2.0,166,23,7,U,1,3,1
100180,4,3,1,1,1,1,1,1,5,1,-1.0,166,23,7,U,1,3,1
100180,5,3,1,1,1,1,2,1,2,1,-1.0,166,23,7,U,1,3,1
100183,1,3,1,1,1,1,2,2,1,1,-1.0,163,24,7,U,1,3,1
100183,2,3,1,1,1,1,1,1,5,1,-1.0,163,24,7,U,1,3,1
100183,3,3,1,1,1,1,1,2,3,1,-1.0,163,24,7,U,1,3,1
100183,4,3,1,1,1,1,1,1,4,1,-1.0,163,24,7,U,1,3,1
100183,5,3,1,1,1,1,1,1,3,1,-1.0,163,24,7,U,1,3,1
100186,1,3,1,1,1,1,1,1,5,1,-1.0,171,25,7,U,1,3,1
100186,2,3,1,1,1,1,1,1,2,1,-1.0,171,25,7,U,1,3,1
100186,3,3,1,1,1,1,1,1,5,1,-1.0,171,25,7,U,1,3,1
100186,4,3,1,1,1,1,1,1,6,1,-1.0,171,25,7,U,1,3,1
100186,5,3,1,1,1,1,1,1,4,1,-1.0,171,25,7,U,1,3,1
100191,1,2,1,1,1,1,2,1,7,1,-1.0,183,26,7,U,1,3,1
100191,2,3,1,1,1,1,1,1,4,1,-1.0,183,26,7,U,1,3,1
100191,5,3,1,1,1,1,1,2,2,1,-1.0,183,26,7,U,1,3,1
100209,1,3,1,1,1,1,1,1,4,1,-1.0,144,27,7,U,1,3,1
100209,2,3,1,1,1,1,1,2,2,1,-1.0,144,27,7,U,1,3,1
100209,4,2,1,1,1,1,1,1,3,1,-1.0,144,27,7,U,1,3,1
100209,5,3,1,1,1,1,1,2,1,1,-1.0,144,27,7,U,1,3,1
100215,1,3,1,1,1,1,1,1,3,1,-1.0,208,28,7,U,1,3,1
100215,2,3,1,1,1,1,1,2,4,1,-1.0,208,28,7,U,1,3,1
100215,3,3,1,1,1,1,2,2,4,2,4.0,208,28,7,U,1,3,1
100215,4,3,1,1,1,1,1,1,6,1,-1.0,208,28,7,U,1,3,1
100215,5,3,1,1,1,1,2,1,3,2,3.0,208,28,7,U,1,3,1
100241,1,2,1,1,1,1,1,1,4,1,-1.0,156,29,7,U,1,3,1
100241,2,3,1,1,1,1,1,2,2,1,-1.0,156,29,7,U,1,3,1
100241,3,3,1,1,1,1,1,2,2,1,-1.0,156,29,7,U,1,3,1
100241,4,2,1,1,1,1,1,1,2,1,-1.0,156,29,7,U,1,3,1
100241,5,3,1,1,1,1,1,2,1,1,-1.0,156,29,7,U,1,3,1
100258,1,3,1,1,1,1,1,1,5,1,-1.0,154,30,7,U,1,3,1
100258,3,3,1,1,1,1,1,1,2,1,-1.0,154,30,7,U,1,3,1
100258,4,3,1,1,1,1,1,1,6,1,-1.0,154,30,7,U,1,3,1
100258,5,2,1,1,1,1,1,1,4,1,-1.0,154,30,7,U,1,3,1
100271,1,3,1,1,1,1,1,1,4,1,-1.0,175,31,7,U,1,3,1
100271,2,3,1,1,1,1,1,1,3,1,-1.0,175,31,7,U,1,3,1
100271,3,3,1,1,1,1,1,2,4,1,-1.0,175,31,7,U,1,3,1
100271,4,3,1,1,1,1,1,1,2,1,-1.0,175,31,7,U,1,3,1
100293,1,3,1,1,1,1,1,1,4,1,-1.0,185,32,7,U,1,3,1
100293,2,3,1,1,1,1,1,2,1,1,-1.0,185,32,7,U,1,3,1
100293,3,3,1,1,1,1,1,2,4,1,-1.0,185,32,7,U,1,3,1
100293,4,3,1,1,1,1,1,1,1,1,-1.0,185,32,7,U,1,3,1
100293,5,3,1,1,1,1,1,1,5,1,-1.0,185,32,7,U,1,3,1
100301,1,3,1,1,1,1,1,1,5,1,-1.0,215,33,8,U,1,4,1
100301,2,3,1,1,1,1,1,1,5,1,-1.0,215,33,8,U,1,4,1
100301,3,3,1,1,1,1,1,1,4,1,-1.0,215,33,8,U,1,4,1
100301,4,3,1,1,1,1,1,1,2,1,-1.0,215,33,8,U,1,4,1
100301,5,3,1,1,1,1,1,1,2,1,-1.0,215,33,8,U,1,4,1
100332,1,3,1,1,1,1,1,2,1,1,-1.0,189,34,7,U,1,3,1
100332,2,3,1,1,1,1,1,1,5,1,-1.0,189,34,7,U,1,3,1
100332,4,3,1,1,1,1,2,2,3,1,-1.0,189,34,7,U,1,3,1
100332,5,3,1,1,1,1,1,2,6,1,-1.0,189,34,7,U,1,3,1
100339,1,3,1,1,1,1,1,1,2,1,-1.0,189,35,7,U,1,3,1
100339,2,3,1,1,1,1,1,1,2,1,-1.0,189,35,7,U,1,3,1
100339,3,3,1,1,1,1,1,1,5,1,-1.0,189,35,7,U,1,3,1
100339,4,3,1,1,1,1,1,1,1,1,-1.0,189,35,7,U,1,3,1
100343,1,3,1,1,1,1,1,1,1,1,-1.0,188,36,7,U,1,3,1
100343,2,3,1,1,1,1,1,2,1,1,-1.0,188,36,7,U,1,3,1
100343,3,3,1,1,1,1,2,2,2,1,-1.0,188,36,7,U,1,3,1
100343,4,3,1,1,1,1,1,1,2,1,-1.0,188,36,7,U,1,3,1
100343,5,2,1,1,1,1,2,2,5,1,-1.0,188,36,7,U,1,3,1
100345,1,2,1,1,1,2,1,2,4,1,-1.0,180,37,7,U,1,3,1
100345,2,3,1,1,1,1,1,1,7,1,-1.0,180,37,7,U,1,3,1
100345,4,3,1,1,1,1,1,2,1,1,-1.0,180,37,7,U,1,3,1
100345,5,3,1,1,1,1,1,1,4,1,-1.0,180,37,7,U,1,3,1
100354,1,3,1,1,1,1,1,1,1,1,-1.0,182,38,7,U,1,3,1
100354,2,3,1,1,1,1,1,1,5,1,-1.0,182,38,7,U,1,3,1
100354,3,3,1,1,1,1,1,1,2,1,-1.0,182,38,7,U,1,3,1
100354,4,3,1,1,1,1,1,1,1,1,-1.0,182,38,7,U,1,3,1
100354,5,3,1,1,1,1,1,1,1,1,-1.0,182,38,7,U,1,3,1
100368,1,3,1,1,1,1,1,2,4,1,-1.0,172,39,6,U,1,2,1
100368,2,3,1,1,1,1,1,2,3,1,-1.0,172,39,6,U,1,2,1
100368,3,2,1,1,1,2,2,2,1,1,-1.0,172,39,6,U,1,2,1
100368,4,3,1,1,1,1,2,2,1,1,-1.0,172,39,6,U,1,2,1
100368,5,1,1,1,1,1,2,2,2,1,-1.0,172,39,6,U,1,2,1
100373,1,3,1,1,1,1,1,1,4,1,-1.0,176,40,7,U,1,3,1
100373,2,3,1,1,1,1,1,2,2,1,-1.0,176,40,7,U,1,3,1
100373,3,3,1,1,1,1,2,1,2,1,-1.0,176,40,7,U,1,3,1
100385,1,3,1,1,1,1,1,1,3,1,-1.0,277,41,8,U,1,4,1
100385,2,3,1,1,1,1,1,1,1,1,-1.0,277,41,8,U,1,4,1
100385,3,3,1,1,1,1,1,1,2,1,-1.0,277,41,8,U,1,4,1
100385,4,3,1,1,1,1,1,1,1,1,-1.0,277,41,8,U,1,4,1
100385,5,3,1,1,1,1,1,1,6,1,-1.0,277,41,8,U,1,4,1
100388,1,3,1,1,1,1,1,1,4,1,-1.0,179,42,7,U,1,3,1
100388,2,3,1,1,1,1,1,1,2,1,-1.0,179,42,7,U,1,3,1
100388,3,3,1,1,1,1,1,1,5,1,-1.0,179,42,7,U,1,3,1
100388,4,3,1,1,1,1,1,1,5,1,-1.0,179,42,7,U,1,3,1
100388,5,3,1,1,1,1,1,1,1,1,-1.0,179,42,7,U,1,3,1
100400,2,2,1,1,1,1,1,2,3,1,-1.0,199,43,6,U,1,2,1
100400,3,3,1,1,1,1,1,2,1,1,-1.0,199,43,6,U,1,2,1
100400,4,2,1,1,1,1,1,1,5,1,-1.0,199,43,6,U,1,2,1
100400,5,3,1,1,1,1,1,1,4,1,-1.0,199,43,6,U,1,2,1
100415,1,3,1,1,1,1,1,1,4,1,-1.0,208,44,8,U,1,4,1
100415,2,3,1,1,1,1,1,1,2,1,-1.0,208,44,8,U,1,4,1
100415,3,3,1,1,1,1,1,1,2,1,-1.0,208,44,8,U,1,4,1
100415,4,3,1,1,1,1,1,1,4,1,-1.0,208,44,8,U,1,4,1
100415,5,3,1,1,1,1,1,1,2,1,-1.0,208,44,8,U,1,4,1
100417,2,3,1,1,1,1,1,1,5,1,-1.0,211,45,8,U,1,4,1
100417,3,3,1,1,1,1,1,1,4,1,-1.0,211,45,8,U,1,4,1
100417,4,3,1,1,1,1,1,1,2,1,-1.0,211,45,8,U,1,4,1
100421,1,3,1,1,1,1,1,1,2,1,-1.0,157,46,7,U,1,3,1
100421,2,3,1,1,1,1,1,1,3,1,-1.0,157,46,7,U,1,3,1
100421,3,3,1,1,1,1,1,1,3,1,-1.0,157,46,7,U,1,3,1
100421,4,3,1,1,1,1,1,2,4,1,-1.0,157,46,7,U,1,3,1
100421,5,3,1,1,1,1,1,1,4,1,-1.0,157,46,7,U,1,3,1
100442,1,3,1,1,1,1,1,2,2,1,-1.0,165,47,7,U,1,3,1
100442,2,2,1,1,1,1,1,2,2,1,-1.0,165,47,7,U,1,3,1
100442,3,3,1,1,1,1,1,1,7,2,2.0,165,47,7,U,1,3,1
100442,4,3,1,1,1,1,1,1,5,1,-1.0,165,47,7,U,1,3,1
100442,5,3,1,1,1,1,1,1,3,1,-1.0,165,47,7,U,1,3,1
100443,1,3,1,1,1,1,1,1,5,1,-1.0,175,48,7,U,1,3,1
100443,2,3,1,1,1,1,1,1,4,1,-1.0,175,48,7,U,1,3,1
100443,3,2,1,1,1,1,1,2,6,1,-1.0,175,48,7,U,1,3,1
100443,4,3,1,1,1,1,2,2,7,1,-1.0,175,48,7,U,1,3,1
100443,5,3,1,1,1,1,1,2,4,1,-1.0,175,48,7,U,1,3,1
100447,1,3,1,1,1,1,2,2,9,1,-1.0,206,49,6,U,1,2,1
100447,2,1,1,1,1,2,2,2,9,1,-1.0,206,49,6,U,1,2,1
100447,3,2,1,1,1,1,1,2,8,1,-1.0,206,49,6,U,1,2,1
100447,4,2,1,1,1,1,1,2,5,2,3.0,206,49,6,U,1,2,1
100447,5,3,1,1,1,1,1,2,5,1,-1.0,206,49,6,U,1,2,1
100459,1,3,1,1,1,1,1,2,3,1,-1.0,192,50,6,U,1,2,1
100459,2,2,1,1,1,2,2,2,6,1,-1.0,192,50,6,U,1,2,1
100459,3,2,1,1,1,1,1,2,12,1,-1.0,192,50,6,U,1,2,1
100459,4,1,1,1,1,1,1,1,4,1,-1.0,192,50,6,U,1,2,1
100459,5,3,1,1,1,1,1,1,4,1,-1.0,192,50,6,U,1,2,1
100460,1,3,1,1,1,1,1,2,7,1,-1.0,220,51,6,U,1,2,1
100460,2,3,1,1,1,1,1,1,5,1,-1.0,220,51,6,U,1,2,1
100460,3,3,1,1,1,1,2,2,2,1,-1.0,220,51,6,U,1,2,1
100460,4,3,1,1,1,1,1,1,8,1,-1.0,220,51,6,U,1,2,1
100460,5,2,1,1,1,1,1,2,2,1,-1.0,220,51,6,U,1,2,1
100465,1,3,1,1,1,1,1,1,4,1,-1.0,178,52,7,U,1,3,1
100465,2,3,1,1,1,1,1,2,1,1,-1.0,178,52,7,U,1,3,1
100465,3,3,1,1,1,1,1,1,2,1,-1.0,178,52,7,U,1,3,1
100465,4,3,1,1,1,1,1,1,1,1,-1.0,178,52,7,U,1,3,1
100465,5,3,1,1,1,1,1,1,5,1,-1.0,178,52,7,U,1,3,1
100466,2,3,1,1,1,1,1,1,2,1,-1.0,189,53,6,U,1,2,1
100466,3,3,1,1,1,1,1,1,6,1,-1.0,189,53,6,U,1,2,1
100466,4,2,1,1,1,1,1,2,8,1,-1.0,189,53,6,U,1,2,1
100466,5,3,1,1,1,1,1,1,5,1,-1.0,189,53,6,U,1,2,1
100468,1,1,2,1,1,1,1,1,4,1,-1.0,165,54,7,U,1,3,1
100468,2,3,1,1,1,1,1,1,3,1,-1.0,165,54,7,U,1,3,1
100468,3,1,1,1,1,1,1,1,3,1,-1.0,165,54,7,U,1,3,1
100468,4,3,1,1,1,1,1,1,1,1,-1.0,165,54,7,U,1,3,1
100468,5,3,1,1,1,1,1,1,2,1,-1.0,165,54,7,U,1,3,1
100469,1,3,1,1,1,1,1,1,3,1,-1.0,182,55,7,U,1,3,1
100469,3,3,1,1,1,1,1,1,6,1,-1.0,182,55,7,U,1,3,1
100469,4,2,1,1,1,1,1,1,4,1,-1.0,182,55,7,U,1,3,1
100469,5,2,1,1,1,1,1,2,1,1,-1.0,182,55,7,U,1,3,1
100509,1,3,1,1,1,1,1,1,6,1,-1.0,184,56,7,U,1,3,1
100509,2,2,1,1,1,1,1,1,3,1,-1.0,184,56,7,U,1,3,1
100509,4,3,1,1,1,1,1,1,5,1,-1.0,184,56,7,U,1,3,1
100509,5,3,1,1,1,1,1,2,4,1,-1.0,184,56,7,U,1,3,1
100522,1,3,1,1,1,1,1,1,4,1,-1.0,204,57,7,U,1,3,1
100522,2,3,1,1,1,1,1,2,2,1,-1.0,204,57,7,U,1,3,1
100522,3,3,1,1,1,1,1,2,7,1,-1.0,204,57,7,U,1,3,1
100522,4,3,1,1,1,1,1,2,5,1,-1.0,204,57,7,U,1,3,1
100522,5,3,1,1,1,1,1,1,4,1,-1.0,204,57,7,U,1,3,1
100526,1,3,1,1,1,1,1,2,2,1,-1.0,174,58,7,U,1,3,1
100526,2,3,1,1,1,1,1,1,3,1,-1.0,174,58,7,U,1,3,1
100526,3,3,1,1,1,1,1,1,3,1,-1.0,174,58,7,U,1,3,1
100526,4,3,1,1,1,1,1,1,5,1,-1.0,174,58,7,U,1,3,1
100526,5,3,1,1,1,1,2,2,2,1,-1.0,174,58,7,U,1,3,1
100538,1,3,1,1,1,1,1,1,3,1,-1.0,163,59,7,U,1,3,1
100538,2,3,1,1,1,1,1,2,2,1,-1.0,163,59,7,U,1,3,1
100538,3,3,1,1,1,1,1,2,2,1,-1.0,163,59,7,U,1,3,1
100538,4,3,1,1,1,1,1,1,1,1,-1.0,163,59,7,U,1,3,1
100538,5,3,1,1,1,1,1,1,3,1,-1.0,163,59,7,U,1,3,1
100539,1,3,1,1,1,1,1,1,3,1,-1.0,195,60,7,U,1,3,1
100539,2,3,1,1,1,1,1,1,2,1,-1.0,195,60,7,U,1,3,1
100539,3,2,1,1,1,1,1,1,4,1,-1.0,195,60,7,U,1,3,1
100539,4,3,1,1,1,1,1,1,3,1,-1.0,195,60,7,U,1,3,1
100539,5,2,1,1,1,1,1,2,2,1,-1.0,195,60,7,U,1,3,1
100548,1,2,1,1,1,1,1,1,4,1,-1.0,169,61,7,U,1,3,1
100548,2,3,1,1,1,1,1,1,7,1,-1.0,169,61,7,U,1,3,1
100548,3,3,1,1,1,1,1,1,3,1,-1.0,169,61,7,U,1,3,1
100548,4,3,1,1,1,1,1,1,5,1,-1.0,169,61,7,U,1,3,1
100548,5,3,1,1,1,1,1,2,2,1,-1.0,169,61,7,U,1,3,1
100551,1,3,1,1,1,1,1,1,2,1,-1.0,220,62,6,U,1,2,1
100551,2,2,1,1,1,1,2,1,3,1,-1.0,220,62,6,U,1,2,1
100551,3,3,1,1,1,1,1,1,6,1,-1.0,220,62,6,U,1,2,1
100551,4,3,1,1,1,1,1,1,7,1,-1.0,220,62,6,U,1,2,1
100551,5,3,1,1,1,1,1,1,6,1,-1.0,220,62,6,U,1,2,1
100562,1,3,1,1,1,1,1,1,2,1,-1.0,205,63,6,U,1,2,1
100562,2,2,1,1,1,1,1,1,4,1,-1.0,205,63,6,U,1,2,1
100562,3,3,1,1,1,1,2,2,4,1,-1.0,205,63,6,U,1,2,1
100562,4,3,1,1,1,1,1,2,2,1,-1.0,205,63,6,U,1,2,1
100562,5,3,1,1,1,1,1,2,3,1,-1.0,205,63,6,U,1,2,1
100565,1,3,1,1,1,1,1,1,5,1,-1.0,190,64,7,U,1,3,1
100565,3,3,1,1,1,1,1,1,3,1,-1.0,190,64,7,U,1,3,1
100565,4,3,1,1,1,1,1,1,2,1,-1.0,190,64,7,U,1,3,1
100565,5,3,1,1,1,1,1,2,2,1,-1.0,190,64,7,U,1,3,1
100568,1,3,1,1,1,2,2,2,5,1,-1.0,192,65,7,U,1,3,1
100568,2,3,1,1,1,1,1,2,2,1,-1.0,192,65,7,U,1,3,1
100568,3,3,1,1,1,1,2,2,4,1,-1.0,192,65,7,U,1,3,1
100572,1,3,1,1,1,1,1,1,3,1,-1.0,293,66,8,U,1,4,1
100572,2,3,1,1,1,1,1,1,3,1,-1.0,293,66,8,U,1,4,1
100572,3,3,1,1,1,1,1,1,4,1,-1.0,293,66,8,U,1,4,1
100572,4,3,1,1,1,1,1,1,3,1,-1.0,293,66,8,U,1,4,1
100582,1,3,1,1,1,1,1,1,6,1,-1.0,199,67,8,U,1,4,1
100582,2,3,1,1,1,1,1,1,3,1,-1.0,199,67,8,U,1,4,1
100582,4,3,1,1,1,1,1,1,4,1,-1.0,199,67,8,U,1,4,1
100582,5,3,1,1,1,1,1,1,5,1,-1.0,199,67,8,U,1,4,1
100584,1,3,1,1,1,1,1,1,4,1,-1.0,177,68,7,U,1,3,1
100584,2,2,1,1,1,1,1,1,5,1,-1.0,177,68,7,U,1,3,1
100584,4,3,1,1,1,1,1,2,8,1,-1.0,177,68,7,U,1,3,1
100584,5,3,1,1,1,1,1,1,2,1,-1.0,177,68,7,U,1,3,1
100586,1,3,1,1,1,1,1,2,1,1,-1.0,212,69,8,U,1,4,1
100586,2,3,1,1,1,1,1,1,3,1,-1.0,212,69,8,U,1,4,1
100586,3,3,1,1,1,1,1,1,5,1,-1.0,212,69,8,U,1,4,1
100586,4,3,1,1,1,1,1,1,5,1,-1.0,212,69,8,U,1,4,1
100586,5,3,1,1,1,1,1,1,3,1,-1.0,212,69,8,U,1,4,1
100590,2,3,1,1,1,1,1,1,3,1,-1.0,187,70,7,U,1,3,1
100590,3,3,1,1,1,1,1,1,3,1,-1.0,187,70,7,U,1,3,1
100590,4,1,1,1,1,1,1,2,3,1,-1.0,187,70,7,U,1,3,1
100590,5,3,1,1,1,1,1,1,1,1,-1.0,187,70,7,U,1,3,1
100608,1,3,1,1,1,1,1,1,4,1,-1.0,188,71,7,U,1,3,1
100608,2,3,1,1,1,1,1,1,3,1,-1.0,188,71,7,U,1,3,1
100608,3,3,1,1,1,1,1,1,1,1,-1.0,188,71,7,U,1,3,1
100608,5,3,1,1,1,1,1,1,2,1,-1.0,188,71,7,U,1,3,1
100622,1,3,1,1,1,1,1,1,4,1,-1.0,184,72,7,U,1,3,1
100622,2,3,1,1,1,1,1,1,4,1,-1.0,184,72,7,U,1,3,1
100622,3,3,1,1,1,1,1,1,1,1,-1.0,184,72,7,U,1,3,1
100622,4,3,1,1,1,1,1,1,2,1,-1.0,184,72,7,U,1,3,1
100622,5,3,1,1,1,1,1,2,4,1,-1.0,184,72,7,U,1,3,1
100623,1,3,1,1,1,1,1,2,4,1,-1.0,162,73,6,U,1,2,1
100623,2,3,1,1,1,1,1,2,2,1,-1.0,162,73,6,U,1,2,1
100623,3,3,1,1,1,2,1,2,5,1,-1.0,162,73,6,U,1,2,1
100623,4,3,1,1,1,1,2,2,4,1,-1.0,162,73,6,U,1,2,1
100625,2,3,1,1,1,1,1,2,2,1,-1.0,188,74,7,U,1,3,1
100625,3,3,1,1,1,1,1,2,1,1,-1.0,188,74,7,U,1,3,1
100625,4,3,1,1,1,1,1,1,5,1,-1.0,188,74,7,U,1,3,1
100625,5,3,5,1,1,1,2,2,9,1,-1.0,188,74,7,U,1,3,1
100643,2,3,1,1,1,1,1,2,2,1,-1.0,177,75,7,U,1,3,1
100643,3,3,1,1,1,1,2,2,1,1,-1.0,177,75,7,U,1,3,1
